timestamp,close,sod,sod_1,sod_2
2017-10-30T00:00+01:00[Europe/Amsterdam],152.400,96.4215,97.2477,96.918
2017-10-31T00:00+01:00[Europe/Amsterdam],153.400,98.4095,97.9967,97.4197
2017-11-01T00:00+01:00[Europe/Amsterdam],155,99.241,98.024,97.756
2017-11-02T00:00+01:00[Europe/Amsterdam],154.850,97.0805,98.244,98.0883
2017-11-03T00:00+01:00[Europe/Amsterdam],155.800,98.814,98.3787,98.2157
2017-11-06T00:00+01:00[Europe/Amsterdam],157.050,98.1805,98.0253,98.216
2017-11-07T00:00+01:00[Europe/Amsterdam],158,97.8005,98.2653,98.223
2017-11-08T00:00+01:00[Europe/Amsterdam],156.350,94.7695,96.917,97.736
2017-11-09T00:00+01:00[Europe/Amsterdam],152.400,87.6785,93.4163,96.1993
2017-11-10T00:00+01:00[Europe/Amsterdam],152.350,87.5895,90.0127,93.4487
2017-11-13T00:00+01:00[Europe/Amsterdam],151.850,86.6965,87.3217,90.2503
2017-11-14T00:00+01:00[Europe/Amsterdam],151.850,86.6965,86.9943,88.1093
2017-11-15T00:00+01:00[Europe/Amsterdam],149.300,80.843,84.7453,86.3537
2017-11-16T00:00+01:00[Europe/Amsterdam],151.150,83.9565,83.8323,85.1907
2017-11-17T00:00+01:00[Europe/Amsterdam],152.350,85.670,83.490,84.0227
2017-11-20T00:00+01:00[Europe/Amsterdam],151.75,84.433,84.6867,84.003
2017-11-21T00:00+01:00[Europe/Amsterdam],153.650,88.3505,86.1513,84.776
2017-11-22T00:00+01:00[Europe/Amsterdam],155.25,91.309,88.031,86.2897
2017-11-23T00:00+01:00[Europe/Amsterdam],154.25,88.998,89.5527,87.9117
2017-11-24T00:00+01:00[Europe/Amsterdam],154.900,89.791,90.0327,89.2057
2017-11-27T00:00+01:00[Europe/Amsterdam],154.550,88.979,89.256,89.6137
2017-11-28T00:00+01:00[Europe/Amsterdam],154.350,88.515,89.095,89.4613
2017-11-29T00:00+01:00[Europe/Amsterdam],146.850,71.1135,82.8693,87.0733
2017-11-30T00:00+01:00[Europe/Amsterdam],145.450,67.8655,75.8317,82.5987
2017-12-01T00:00+01:00[Europe/Amsterdam],143.700,63.805,67.5947,75.432
2017-12-04T00:00+01:00[Europe/Amsterdam],142.050,59.977,63.8827,69.103
2017-12-05T00:00+01:00[Europe/Amsterdam],141.5,50.5555,58.1127,63.1967
2017-12-06T00:00+01:00[Europe/Amsterdam],142.550,47.1609,52.5647,58.1867
2017-12-07T00:00+01:00[Europe/Amsterdam],143.850,47.6271,48.448,53.0417
2017-12-08T00:00+01:00[Europe/Amsterdam],146.150,55.424,50.0707,50.3613
2017-12-11T00:00+01:00[Europe/Amsterdam],145.350,52.712,51.921,50.1467
2017-12-12T00:00+01:00[Europe/Amsterdam],146.700,57.288,55.1413,52.3777
2017-12-13T00:00+01:00[Europe/Amsterdam],146.400,56.271,55.4237,54.162
2017-12-14T00:00+01:00[Europe/Amsterdam],145.850,54.407,55.9887,55.518
2017-12-15T00:00+01:00[Europe/Amsterdam],145.050,51.695,54.1243,55.1787
2017-12-18T00:00+01:00[Europe/Amsterdam],147.400,59.661,55.2543,55.1223
2017-12-19T00:00+01:00[Europe/Amsterdam],148.800,64.407,58.5877,55.989
2017-12-20T00:00+01:00[Europe/Amsterdam],146.75,57.4575,60.5087,58.117
2017-12-21T00:00+01:00[Europe/Amsterdam],146.700,57.288,59.7177,59.6047
2017-12-22T00:00+01:00[Europe/Amsterdam],146.75,57.4575,57.4013,59.209
2017-12-27T00:00+01:00[Europe/Amsterdam],144.550,50,54.9153,57.3447
2017-12-28T00:00+01:00[Europe/Amsterdam],145.400,52.8815,53.4467,55.2547
2017-12-29T00:00+01:00[Europe/Amsterdam],144.900,51.1865,51.3563,53.2393
2018-01-02T00:00+01:00[Europe/Amsterdam],142.200,42.0339,48.7007,51.168
2018-01-03T00:00+01:00[Europe/Amsterdam],146.850,57.7965,50.339,50.132
2018-01-04T00:00+01:00[Europe/Amsterdam],147.650,60.5085,53.4463,50.8287
2018-01-05T00:00+01:00[Europe/Amsterdam],149.650,67.288,61.8643,55.2163
2018-01-08T00:00+01:00[Europe/Amsterdam],151.900,74.9155,67.571,60.9607
2018-01-09T00:00+01:00[Europe/Amsterdam],152.200,75.932,72.712,67.3823
2018-01-10T00:00+01:00[Europe/Amsterdam],149.700,67.4575,72.7687,71.0173
2018-01-11T00:00+01:00[Europe/Amsterdam],147.900,61.356,68.2487,71.2433
2018-01-12T00:00+01:00[Europe/Amsterdam],147.600,60.339,63.051,68.0227
2018-01-15T00:00+01:00[Europe/Amsterdam],150.400,69.8305,63.842,65.0473
2018-01-16T00:00+01:00[Europe/Amsterdam],152.100,75.593,68.5877,65.1603
2018-01-17T00:00+01:00[Europe/Amsterdam],158.150,94.013,79.8123,70.7473
2018-01-18T00:00+01:00[Europe/Amsterdam],163.300,97.954,89.1867,79.1957
2018-01-19T00:00+01:00[Europe/Amsterdam],165.300,97.2665,96.4113,88.470
2018-01-22T00:00+01:00[Europe/Amsterdam],166.100,97.9955,97.739,94.4457
2018-01-23T00:00+01:00[Europe/Amsterdam],166.350,96.781,97.3477,97.166
2018-01-24T00:00+01:00[Europe/Amsterdam],163.300,90.236,95.0043,96.697
2018-01-25T00:00+01:00[Europe/Amsterdam],163.350,90.3435,92.4537,94.9353
2018-01-26T00:00+01:00[Europe/Amsterdam],162.850,89.2705,89.9503,92.4693
2018-01-29T00:00+01:00[Europe/Amsterdam],163.550,90.7725,90.129,90.8443
2018-01-30T00:00+01:00[Europe/Amsterdam],162.25,87.983,89.342,89.807
2018-01-31T00:00+01:00[Europe/Amsterdam],162.300,88.090,88.9487,89.4733
2018-02-01T00:00+01:00[Europe/Amsterdam],161.850,87.1245,87.7327,88.6747
2018-02-02T00:00+01:00[Europe/Amsterdam],158,78.8625,84.6927,87.1247
2018-02-05T00:00+01:00[Europe/Amsterdam],154.600,71.5665,79.1847,83.870
2018-02-06T00:00+01:00[Europe/Amsterdam],150.100,61.910,70.7797,78.219
2018-02-07T00:00+01:00[Europe/Amsterdam],153.550,69.3135,67.597,72.5203
2018-02-08T00:00+01:00[Europe/Amsterdam],147.200,55.6865,62.3037,66.8937
2018-02-09T00:00+01:00[Europe/Amsterdam],145.850,52.7895,59.2633,63.0547
2018-02-12T00:00+01:00[Europe/Amsterdam],148.800,59.120,55.8653,59.144
2018-02-13T00:00+01:00[Europe/Amsterdam],148.800,59.120,57.010,57.3797
2018-02-14T00:00+01:00[Europe/Amsterdam],147.850,57.0815,58.4407,57.1053
2018-02-15T00:00+01:00[Europe/Amsterdam],153.050,68.2405,61.481,58.9773
2018-02-16T00:00+01:00[Europe/Amsterdam],154.950,72.3175,65.880,61.934
2018-02-19T00:00+01:00[Europe/Amsterdam],153.75,67.5115,69.3567,65.5727
2018-02-20T00:00+01:00[Europe/Amsterdam],153.25,66.3595,68.7297,67.989
2018-02-21T00:00+01:00[Europe/Amsterdam],157.150,75.3455,69.739,69.275
2018-02-22T00:00+01:00[Europe/Amsterdam],156.650,74.1935,71.9663,70.145
2018-02-23T00:00+01:00[Europe/Amsterdam],156.950,74.885,74.808,72.171
2018-02-26T00:00+01:00[Europe/Amsterdam],159.75,81.3365,76.8053,74.5263
2018-02-27T00:00+01:00[Europe/Amsterdam],161.100,84.447,80.223,77.2787
2018-02-28T00:00+01:00[Europe/Amsterdam],161.300,84.908,83.564,80.1973
2018-03-01T00:00+01:00[Europe/Amsterdam],156.400,73.6175,80.991,81.5927
2018-03-02T00:00+01:00[Europe/Amsterdam],153.550,67.0505,75.1923,79.9157
2018-03-05T00:00+01:00[Europe/Amsterdam],154.850,70.046,70.238,75.4737
2018-03-06T00:00+01:00[Europe/Amsterdam],160.75,83.6405,73.5793,73.003
2018-03-07T00:00+01:00[Europe/Amsterdam],161.150,84.562,79.4163,74.411
2018-03-08T00:00+01:00[Europe/Amsterdam],165.700,95.046,87.7497,80.2487
2018-03-09T00:00+01:00[Europe/Amsterdam],166.300,96.4285,92.0123,86.3927
2018-03-12T00:00+01:00[Europe/Amsterdam],169.550,97.041,96.172,91.978
2018-03-13T00:00+01:00[Europe/Amsterdam],168.600,93.228,95.566,94.5833
2018-03-14T00:00+01:00[Europe/Amsterdam],168.350,92.4945,94.2547,95.331
2018-03-15T00:00+01:00[Europe/Amsterdam],171.5,99.4265,95.050,94.957
2018-03-16T00:00+01:00[Europe/Amsterdam],172.950,98.729,96.8833,95.396
2018-03-19T00:00+01:00[Europe/Amsterdam],170.650,92.6805,96.9457,96.293
2018-03-20T00:00+01:00[Europe/Amsterdam],170.550,92.4745,94.6283,96.1523
2018-03-21T00:00+01:00[Europe/Amsterdam],173.300,98.1445,94.4333,95.3357
2018-03-22T00:00+01:00[Europe/Amsterdam],167.25,85.670,92.0963,93.7193
2018-03-23T00:00+01:00[Europe/Amsterdam],162.450,74.8395,86.2183,90.916
2018-03-26T00:00+02:00[Europe/Amsterdam],162.400,74.7325,78.4143,85.5763
2018-03-27T00:00+02:00[Europe/Amsterdam],166.100,82.6555,77.4093,80.6807
2018-03-28T00:00+02:00[Europe/Amsterdam],156.550,62.2055,73.198,76.3407
2018-03-29T00:00+02:00[Europe/Amsterdam],157.300,63.8115,69.5577,73.3883
2018-04-03T00:00+02:00[Europe/Amsterdam],157.200,63.5975,63.205,68.6537
2018-04-04T00:00+02:00[Europe/Amsterdam],155.5,59.957,62.4553,65.0727
2018-04-05T00:00+02:00[Europe/Amsterdam],161.200,72.163,65.2393,63.633
2018-04-06T00:00+02:00[Europe/Amsterdam],160,69.593,67.2377,64.9777
2018-04-09T00:00+02:00[Europe/Amsterdam],159.850,69.272,70.3427,67.6067
2018-04-10T00:00+02:00[Europe/Amsterdam],163.600,77.302,72.0557,69.8787
2018-04-11T00:00+02:00[Europe/Amsterdam],163.550,77.195,74.5897,72.3293
2018-04-12T00:00+02:00[Europe/Amsterdam],165.100,80.514,78.337,74.994
2018-04-13T00:00+02:00[Europe/Amsterdam],165.900,82.227,79.9787,77.6353
2018-04-16T00:00+02:00[Europe/Amsterdam],166.25,82.9765,81.906,80.074
2018-04-17T00:00+02:00[Europe/Amsterdam],167.400,85.439,83.5477,81.811
2018-04-18T00:00+02:00[Europe/Amsterdam],163.850,77.8375,82.0847,82.513
2018-04-19T00:00+02:00[Europe/Amsterdam],159.900,69.379,77.552,81.0613
2018-04-20T00:00+02:00[Europe/Amsterdam],156.75,62.634,69.9503,76.529
2018-04-23T00:00+02:00[Europe/Amsterdam],156.800,62.741,64.918,70.8067
2018-04-24T00:00+02:00[Europe/Amsterdam],156.400,61.3885,62.2547,65.7077
2018-04-25T00:00+02:00[Europe/Amsterdam],156.200,60.9545,61.695,62.956
2018-04-26T00:00+02:00[Europe/Amsterdam],158.25,62.382,61.575,61.8417
2018-04-27T00:00+02:00[Europe/Amsterdam],158.150,58.203,60.5133,61.261
2018-04-30T00:00+02:00[Europe/Amsterdam],156.400,52.0215,57.5357,59.8747
2018-05-02T00:00+02:00[Europe/Amsterdam],158.5,57.682,55.969,58.006
2018-05-03T00:00+02:00[Europe/Amsterdam],159.150,57.961,55.8883,56.4643
2018-05-04T00:00+02:00[Europe/Amsterdam],159.75,59.637,58.4267,56.7613
2018-05-07T00:00+02:00[Europe/Amsterdam],162.600,67.598,61.732,58.6823
2018-05-08T00:00+02:00[Europe/Amsterdam],161.900,65.6425,64.2927,61.484
2018-05-09T00:00+02:00[Europe/Amsterdam],162.650,67.7375,66.993,64.3393
2018-05-10T00:00+02:00[Europe/Amsterdam],166.100,77.3745,70.2517,67.1793
2018-05-11T00:00+02:00[Europe/Amsterdam],166.600,78.771,74.6277,70.6243
2018-05-14T00:00+02:00[Europe/Amsterdam],167,79.8885,78.6783,74.519
2018-05-15T00:00+02:00[Europe/Amsterdam],168.150,83.1005,80.587,77.9643
2018-05-16T00:00+02:00[Europe/Amsterdam],168.450,81.5705,81.520,80.2617
2018-05-17T00:00+02:00[Europe/Amsterdam],170.650,88.622,84.431,82.1793
2018-05-18T00:00+02:00[Europe/Amsterdam],167,76.923,82.372,82.7743
2018-05-21T00:00+02:00[Europe/Amsterdam],169.300,84.295,83.280,83.361
2018-05-22T00:00+02:00[Europe/Amsterdam],171.150,90.2245,83.8143,83.1553
2018-05-23T00:00+02:00[Europe/Amsterdam],168.900,83.013,85.8443,84.3127
2018-05-24T00:00+02:00[Europe/Amsterdam],169.400,84.6155,85.9513,85.2033
2018-05-25T00:00+02:00[Europe/Amsterdam],170.300,87.50,85.043,85.613
2018-05-28T00:00+02:00[Europe/Amsterdam],170.350,87.6605,86.5923,85.862
2018-05-29T00:00+02:00[Europe/Amsterdam],168.800,82.6925,85.9513,85.862
2018-05-30T00:00+02:00[Europe/Amsterdam],168.550,81.891,84.0813,85.5417
2018-05-31T00:00+02:00[Europe/Amsterdam],167.400,79.530,81.3713,83.8013
2018-06-01T00:00+02:00[Europe/Amsterdam],168.450,83.0535,81.4917,82.315
2018-06-04T00:00+02:00[Europe/Amsterdam],172.650,97.3065,86.6303,83.1643
2018-06-05T00:00+02:00[Europe/Amsterdam],174.150,98.8995,93.0867,87.0697
2018-06-06T00:00+02:00[Europe/Amsterdam],177.550,96.3325,97.513,92.410
2018-06-07T00:00+02:00[Europe/Amsterdam],176.200,89.2855,94.8393,95.1463
2018-06-08T00:00+02:00[Europe/Amsterdam],174.350,85.1565,90.2583,94.2033
2018-06-11T00:00+02:00[Europe/Amsterdam],176.050,88.951,87.7977,90.9653
2018-06-12T00:00+02:00[Europe/Amsterdam],175.850,88.5045,87.5377,88.5313
2018-06-13T00:00+02:00[Europe/Amsterdam],179,95.5355,90.9973,88.7773
2018-06-14T00:00+02:00[Europe/Amsterdam],180.850,98.581,94.207,90.914
2018-06-15T00:00+02:00[Europe/Amsterdam],184.150,95.625,96.5807,93.9283
2018-06-18T00:00+02:00[Europe/Amsterdam],179.75,87.768,93.9913,94.9263
2018-06-19T00:00+02:00[Europe/Amsterdam],174.5,78.393,87.262,92.6113
2018-06-20T00:00+02:00[Europe/Amsterdam],176.650,82.232,82.7977,88.017
2018-06-21T00:00+02:00[Europe/Amsterdam],175.150,79.5535,80.0597,83.3733
2018-06-22T00:00+02:00[Europe/Amsterdam],175.650,80.4465,80.7443,81.2003
2018-06-25T00:00+02:00[Europe/Amsterdam],168.400,67.50,75.8333,78.879
2018-06-26T00:00+02:00[Europe/Amsterdam],169.450,69.375,72.4407,76.3397
2018-06-27T00:00+02:00[Europe/Amsterdam],168.050,66.875,67.9167,72.0637
2018-06-28T00:00+02:00[Europe/Amsterdam],164.400,60.357,65.5357,68.631
2018-06-29T00:00+02:00[Europe/Amsterdam],169.100,68.750,65.3273,66.2597
2018-07-02T00:00+02:00[Europe/Amsterdam],165.550,62.4105,63.8393,64.9007
2018-07-03T00:00+02:00[Europe/Amsterdam],164.900,61.250,64.137,64.4347
2018-07-04T00:00+02:00[Europe/Amsterdam],163.150,58.125,60.5953,62.857
2018-07-05T00:00+02:00[Europe/Amsterdam],163.5,58.750,59.375,61.369
2018-07-06T00:00+02:00[Europe/Amsterdam],164.300,60.1785,59.018,59.6627
2018-07-09T00:00+02:00[Europe/Amsterdam],168.050,66.875,61.9347,60.1093
2018-07-10T00:00+02:00[Europe/Amsterdam],169.050,66.5075,64.5207,61.8247
2018-07-11T00:00+02:00[Europe/Amsterdam],167.050,61.965,65.116,63.857
2018-07-12T00:00+02:00[Europe/Amsterdam],166.650,59.3685,62.614,64.0837
2018-07-13T00:00+02:00[Europe/Amsterdam],170.550,65.335,62.223,63.3177
2018-07-16T00:00+02:00[Europe/Amsterdam],170.100,64.363,63.0223,62.6197
2018-07-17T00:00+02:00[Europe/Amsterdam],169.200,58.5715,62.7567,62.6673
2018-07-18T00:00+02:00[Europe/Amsterdam],179.400,82.5665,68.5007,64.760
2018-07-19T00:00+02:00[Europe/Amsterdam],184.25,93.468,78.202,69.8197
2018-07-20T00:00+02:00[Europe/Amsterdam],183.200,90.974,89.003,78.5687
2018-07-23T00:00+02:00[Europe/Amsterdam],185.450,93.430,92.624,86.6097
2018-07-24T00:00+02:00[Europe/Amsterdam],186,93.026,92.4767,91.368
2018-07-25T00:00+02:00[Europe/Amsterdam],183.050,86.6955,91.0507,92.0507
2018-07-26T00:00+02:00[Europe/Amsterdam],183.850,88.412,89.378,90.9683
2018-07-27T00:00+02:00[Europe/Amsterdam],184.75,90.3435,88.484,89.6377
2018-07-30T00:00+02:00[Europe/Amsterdam],183.050,86.6955,88.484,88.782
2018-07-31T00:00+02:00[Europe/Amsterdam],183,86.588,87.8757,88.2813
2018-08-01T00:00+02:00[Europe/Amsterdam],182.800,86.159,86.481,87.6137
2018-08-02T00:00+02:00[Europe/Amsterdam],181.5,83.369,85.372,86.5763
2018-08-03T00:00+02:00[Europe/Amsterdam],183.5,87.661,85.7297,85.861
2018-08-06T00:00+02:00[Europe/Amsterdam],183.650,87.983,86.3377,85.8133
2018-08-07T00:00+02:00[Europe/Amsterdam],184.350,89.485,88.3763,86.8143
2018-08-08T00:00+02:00[Europe/Amsterdam],183.650,87.983,88.4837,87.7327
2018-08-09T00:00+02:00[Europe/Amsterdam],183,86.588,88.0187,88.293
2018-08-10T00:00+02:00[Europe/Amsterdam],178.650,77.253,83.9413,86.8143
2018-08-13T00:00+02:00[Europe/Amsterdam],177.5,74.7855,79.5423,83.834
2018-08-14T00:00+02:00[Europe/Amsterdam],180.5,81.223,77.754,80.4127
2018-08-15T00:00+02:00[Europe/Amsterdam],173.600,66.4165,74.142,77.146
2018-08-16T00:00+02:00[Europe/Amsterdam],173.600,66.4165,71.3523,74.416
2018-08-17T00:00+02:00[Europe/Amsterdam],170,58.691,63.8413,69.7783
2018-08-20T00:00+02:00[Europe/Amsterdam],172.340,63.7125,62.9403,66.0447
2018-08-21T00:00+02:00[Europe/Amsterdam],173.200,65.558,62.654,63.1453
2018-08-22T00:00+02:00[Europe/Amsterdam],171.820,62.5965,63.956,63.1833
2018-08-23T00:00+02:00[Europe/Amsterdam],173.160,65.472,64.5423,63.7173
2018-08-24T00:00+02:00[Europe/Amsterdam],173.340,65.8585,64.6427,64.3803
2018-08-27T00:00+02:00[Europe/Amsterdam],175.380,70.236,67.189,65.458
2018-08-28T00:00+02:00[Europe/Amsterdam],175.820,71.1805,69.092,66.9747
2018-08-29T00:00+02:00[Europe/Amsterdam],175.160,69.764,70.3937,68.8917
2018-08-30T00:00+02:00[Europe/Amsterdam],175.540,70.5795,70.5083,69.998
2018-08-31T00:00+02:00[Europe/Amsterdam],174.820,69.0345,69.793,70.2317
2018-09-03T00:00+02:00[Europe/Amsterdam],174.820,69.0345,69.5497,69.9503
2018-09-04T00:00+02:00[Europe/Amsterdam],171.300,61.4805,66.5167,68.620
2018-09-05T00:00+02:00[Europe/Amsterdam],167.280,52.854,61.123,65.7297
2018-09-06T00:00+02:00[Europe/Amsterdam],158.720,34.4850,49.6067,59.0823
2018-09-07T00:00+02:00[Europe/Amsterdam],155.200,43.6818,43.6737,51.468
2018-09-10T00:00+02:00[Europe/Amsterdam],157.220,47.0229,41.730,45.0033
2018-09-11T00:00+02:00[Europe/Amsterdam],156.560,45.9312,45.5453,43.6497
2018-09-12T00:00+02:00[Europe/Amsterdam],148.580,34.2973,42.417,43.2307
2018-09-13T00:00+02:00[Europe/Amsterdam],151.660,41.2105,40.4797,42.814
2018-09-14T00:00+02:00[Europe/Amsterdam],156.800,49.2493,41.5857,41.494
2018-09-17T00:00+02:00[Europe/Amsterdam],156.520,48.8114,46.4237,42.8297
2018-09-18T00:00+02:00[Europe/Amsterdam],156.180,48.2797,48.780,45.5963
2018-09-19T00:00+02:00[Europe/Amsterdam],159.680,53.7535,50.2817,48.495
2018-09-20T00:00+02:00[Europe/Amsterdam],160.520,55.0675,52.367,50.4763
2018-09-21T00:00+02:00[Europe/Amsterdam],159.960,54.1915,54.3377,52.329
2018-09-24T00:00+02:00[Europe/Amsterdam],160,54.254,54.5043,53.7363
2018-09-25T00:00+02:00[Europe/Amsterdam],161.280,56.256,54.9007,54.581
2018-09-26T00:00+02:00[Europe/Amsterdam],159.120,52.8775,54.4627,54.6227
2018-09-27T00:00+02:00[Europe/Amsterdam],159.660,53.722,54.2853,54.5493
2018-09-28T00:00+02:00[Europe/Amsterdam],159.180,52.9715,53.1907,53.9797
2018-10-01T00:00+02:00[Europe/Amsterdam],162.080,57.507,54.7337,54.070
2018-10-02T00:00+02:00[Europe/Amsterdam],161.800,57.9805,56.1533,54.6923
2018-10-03T00:00+02:00[Europe/Amsterdam],164.680,63.065,59.5177,56.8017
2018-10-04T00:00+02:00[Europe/Amsterdam],161.700,57.8035,59.6167,58.4293
2018-10-05T00:00+02:00[Europe/Amsterdam],159.160,53.319,58.0627,59.0657
2018-10-08T00:00+02:00[Europe/Amsterdam],157.440,50.2825,53.802,57.1603
2018-10-09T00:00+02:00[Europe/Amsterdam],155.040,46.0452,49.8823,53.9157
2018-10-10T00:00+02:00[Europe/Amsterdam],150.040,37.2175,44.515,49.3997
2018-10-11T00:00+02:00[Europe/Amsterdam],140.340,24.3650,35.876,43.4243
2018-10-12T00:00+02:00[Europe/Amsterdam],148.760,38.4359,33.3393,37.910
2018-10-15T00:00+02:00[Europe/Amsterdam],147.140,45.0572,35.9527,35.056
2018-10-16T00:00+02:00[Europe/Amsterdam],149.540,48.4366,43.9767,37.7563
2018-10-17T00:00+02:00[Europe/Amsterdam],159.820,63.844,52.446,44.125
2018-10-18T00:00+02:00[Europe/Amsterdam],155.320,57.763,56.6813,51.0347
2018-10-19T00:00+02:00[Europe/Amsterdam],152.560,53.2235,58.277,55.8013
2018-10-22T00:00+02:00[Europe/Amsterdam],151.860,52.0725,54.3533,56.437
2018-10-23T00:00+02:00[Europe/Amsterdam],143.640,39.5470,48.281,53.637
2018-10-24T00:00+02:00[Europe/Amsterdam],142.040,36.6970,42.7723,48.4687
2018-10-25T00:00+02:00[Europe/Amsterdam],138.260,33.9274,36.7237,42.5923
2018-10-26T00:00+02:00[Europe/Amsterdam],142.640,43.8602,38.1617,39.2193
2018-10-29T00:00+01:00[Europe/Amsterdam],145.160,47.8275,41.8717,38.919
2018-10-30T00:00+01:00[Europe/Amsterdam],144.620,46.9774,46.2217,42.085
2018-10-31T00:00+01:00[Europe/Amsterdam],148.720,53.432,49.4123,45.8353
2018-11-01T00:00+01:00[Europe/Amsterdam],148.860,53.6525,51.354,48.996
2018-11-02T00:00+01:00[Europe/Amsterdam],152.220,58.942,55.3423,52.036
2018-11-05T00:00+01:00[Europe/Amsterdam],148.800,53.558,55.3843,54.0267
2018-11-06T00:00+01:00[Europe/Amsterdam],149.080,54.037,55.5123,55.413
2018-11-07T00:00+01:00[Europe/Amsterdam],153.380,60.871,56.1553,55.684
2018-11-08T00:00+01:00[Europe/Amsterdam],152.820,59.981,58.2963,56.6547
2018-11-09T00:00+01:00[Europe/Amsterdam],150.540,56.3575,59.070,57.8407
2018-11-12T00:00+01:00[Europe/Amsterdam],148.240,52.702,56.347,57.9043
2018-11-13T00:00+01:00[Europe/Amsterdam],149.460,55.969,55.0097,56.809
2018-11-14T00:00+01:00[Europe/Amsterdam],149.020,56.1875,54.953,55.4367
2018-11-15T00:00+01:00[Europe/Amsterdam],149.480,57.3355,56.4977,55.487
2018-11-16T00:00+01:00[Europe/Amsterdam],147.460,52.2955,55.273,55.5747
2018-11-19T00:00+01:00[Europe/Amsterdam],143.800,43.1637,50.9317,54.2343
2018-11-20T00:00+01:00[Europe/Amsterdam],136.280,36.8750,44.1113,50.1053
2018-11-21T00:00+01:00[Europe/Amsterdam],142.720,50.2915,43.4433,46.162
2018-11-22T00:00+01:00[Europe/Amsterdam],142.340,49.50,45.5557,44.370
2018-11-23T00:00+01:00[Europe/Amsterdam],142.340,49.50,49.764,46.2543
2018-11-26T00:00+01:00[Europe/Amsterdam],144.700,54.4165,51.139,48.8197
2018-11-27T00:00+01:00[Europe/Amsterdam],146.180,57.50,53.8057,51.5697
2018-11-28T00:00+01:00[Europe/Amsterdam],148.480,62.2915,58.0697,54.3383
2018-11-29T00:00+01:00[Europe/Amsterdam],150.180,65.8335,61.8753,57.9167
2018-11-30T00:00+01:00[Europe/Amsterdam],148.020,61.3335,63.153,61.0327
2018-12-03T00:00+01:00[Europe/Amsterdam],152.700,71.0835,66.0837,63.704
2018-12-04T00:00+01:00[Europe/Amsterdam],152.720,71.125,67.8473,65.6947
2018-12-05T00:00+01:00[Europe/Amsterdam],149.320,64.0415,68.7503,67.5603
2018-12-06T00:00+01:00[Europe/Amsterdam],142.620,50.0835,61.7503,66.116
2018-12-07T00:00+01:00[Europe/Amsterdam],141.560,47.8750,54.000,61.5003
2018-12-10T00:00+01:00[Europe/Amsterdam],138.700,41.9167,46.625,54.125
2018-12-11T00:00+01:00[Europe/Amsterdam],141.900,48.5834,46.125,48.9167
2018-12-12T00:00+01:00[Europe/Amsterdam],143.600,52.229,47.5763,46.7753
2018-12-13T00:00+01:00[Europe/Amsterdam],143.540,52.190,51.0007,48.234
2018-12-14T00:00+01:00[Europe/Amsterdam],139.640,43.2938,49.2377,49.2717
2018-12-17T00:00+01:00[Europe/Amsterdam],141.200,46.8522,47.4453,49.2277
2018-12-18T00:00+01:00[Europe/Amsterdam],141.560,47.6734,45.9397,47.541
2018-12-19T00:00+01:00[Europe/Amsterdam],138.060,39.7448,44.7567,46.0473
2018-12-20T00:00+01:00[Europe/Amsterdam],134.160,42.9270,43.4483,44.715
2018-12-21T00:00+01:00[Europe/Amsterdam],130.860,44.4885,42.3867,43.5307
2018-12-24T00:00+01:00[Europe/Amsterdam],130.300,44.3360,43.9173,43.2507
2018-12-27T00:00+01:00[Europe/Amsterdam],131.160,45.7357,44.8533,43.719
2018-12-28T00:00+01:00[Europe/Amsterdam],133,48.4536,46.175,44.982
2018-12-31T00:00+01:00[Europe/Amsterdam],135.700,53.8065,49.332,46.7867
2019-01-02T00:00+01:00[Europe/Amsterdam],132.960,48.3743,50.2113,48.5727
2019-01-03T00:00+01:00[Europe/Amsterdam],130.120,42.7439,48.3083,49.284
2019-01-04T00:00+01:00[Europe/Amsterdam],131.140,44.7661,45.2947,47.938
2019-01-07T00:00+01:00[Europe/Amsterdam],134.880,52.181,46.5637,46.7223
2019-01-08T00:00+01:00[Europe/Amsterdam],135.260,52.934,49.9603,47.273
2019-01-09T00:00+01:00[Europe/Amsterdam],137.680,57.732,54.2823,50.2687
2019-01-10T00:00+01:00[Europe/Amsterdam],138.740,59.8335,56.8333,53.692
2019-01-11T00:00+01:00[Europe/Amsterdam],139.740,61.816,59.794,56.970
2019-01-14T00:00+01:00[Europe/Amsterdam],138,58.3665,60.0057,58.8777
2019-01-15T00:00+01:00[Europe/Amsterdam],138.5,59.3575,59.847,59.8823
2019-01-16T00:00+01:00[Europe/Amsterdam],138.600,59.556,59.0933,59.6487
2019-01-17T00:00+01:00[Europe/Amsterdam],136.280,54.9565,57.957,58.9657
2019-01-18T00:00+01:00[Europe/Amsterdam],138.400,59.1595,57.891,58.3137
2019-01-21T00:00+01:00[Europe/Amsterdam],142.240,66.7725,60.2963,58.7147
2019-01-22T00:00+01:00[Europe/Amsterdam],140.080,64.665,63.5323,60.573
2019-01-23T00:00+01:00[Europe/Amsterdam],134.5,51.676,61.038,61.6223
2019-01-24T00:00+01:00[Europe/Amsterdam],142.560,70.688,62.343,62.3043
2019-01-25T00:00+01:00[Europe/Amsterdam],148.240,84.0715,68.812,64.0643
2019-01-28T00:00+01:00[Europe/Amsterdam],149.900,87.983,80.9143,70.6897
2019-01-29T00:00+01:00[Europe/Amsterdam],151.060,90.7165,87.5907,79.1057
2019-01-30T00:00+01:00[Europe/Amsterdam],152.200,93.4025,90.701,86.402
